Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S25728500004,05/19/2015,4982,Kimmes Country Store Alta 05,101 E  HWY 7,ALTA,51002,"101 E HWY 7
ALTA 51002
(42.675622, -95.303759)",11,Buena Vista,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,$11.49,$17.24,12,$206.88,9.00,2.38
S16318000105,12/18/2013,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,"3600 BUSINESS HWY 151 EAST
MARION 52302
",57,Linn,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81208,Paramount Peppermint Schnapps,6,1750,$7.08,$10.62,6,$63.72,10.50,2.77
S22778700041,12/08/2014,3934,Wal-Mart 1509 / Maquoketa,103 E CARLISLE,MAQUOKETA,52060,"103 E CARLISLE
MAQUOKETA 52060
(42.049942, -90.665308)",49,Jackson,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.20,$12.30,6,$73.80,10.50,2.77
S27081200011,08/04/2015,4358,Kum & Go #553 / Clarion,300 CENTRAL AVE W,CLARION,50525,"300 CENTRAL AVE W
CLARION 50525
(42.731643, -93.735974)",99,Wright,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,$4.78,$7.17,24,$172.08,9.00,2.38
S08771900012,11/06/2012,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,"2255 JOHN F KENNEDY RD
DUBUQUE 52002
(42.511454, -90.720519)",31,Dubuque,1011100,BLENDED WHISKIES,434,Luxco-St Louis,24156,Hawkeye Blend Whiskey,12,750,$3.35,$5.03,3,$15.09,2.25,0.59
S22871500015,12/10/2014,4324,Dayton Community Grocery,22 NORTH MAIN,DAYTON,50530,"22 NORTH MAIN
DAYTON 50530
(42.261702, -94.06844)",94,Webster,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,1000,$10.49,$15.74,4,$62.96,4.00,1.06
S09510500012,12/17/2012,3670,Wal-Mart 2827 / Coralville,2801 COMMERCE DR,CORALVILLE,52241,"2801 COMMERCE DR
CORALVILLE 52241
(41.695806, -91.610774)",52,Johnson,1071100,AMERICAN COCKTAILS,395,Proximo,58875,Jose Cuervo Golden Margarita,6,1750,$10.50,$15.74,6,$94.44,10.50,2.77
S21469400001,09/29/2014,4641,Kum & Go #573 / SE 14th DM,5830 SE 14th ST,DES MOINES,50315,"5830 SE 14th ST
DES MOINES 50315
(41.533019, -93.596871)",77,Polk,1031080,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,$6.90,$10.35,12,$124.20,9.00,2.38
S22257600019,11/07/2014,3488,Bender's Foods,400 S SECOND,BELLEVUE,52031,"400 S SECOND
BELLEVUE 52031
(42.255889, -90.423093)",49,Jackson,1062310,SPICED RUM,260,Diageo Americas,43338,Captain Morgan Spiced Rum,6,1750,$18.00,$27.00,6,$162.00,10.50,2.77
S15526400021,11/05/2013,4559,Osage Payless Foods,"633, CHASE ST",OSAGE,50461,"633, CHASE ST
OSAGE 50461
(43.285134, -92.811539)",66,Mitchell,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,46350,Hawkeye Light Rum,6,1750,$7.67,$11.51,6,$69.06,10.50,2.77
S16278600024,12/16/2013,3747,T-N-T Liquor,110 SOUTH MAIN,SIGOURNEY,52591,"110 SOUTH MAIN
SIGOURNEY 52591
(41.333611, -92.20511)",54,Keokuk,1081700,DISTILLED SPIRITS SPECIALTY,346,"Ole Smoky Distillery, LLC",86724,Ole Smoky Apple Pie Moonshine,12,750,$13.00,$19.50,2,$39.00,1.50,0.40
S21574800010,10/08/2014,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,"3845 ELMORE AVE.
DAVENPORT 52807
(41.559724, -90.52708)",82,Scott,1011100,BLENDED WHISKIES,65,Jim Beam Brands,24457,Kessler Blend Whiskey,12,1000,$7.08,$10.62,24,$254.88,24.00,6.34
S12558300003,06/03/2013,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,"3101 FLOYD BLVD
SIOUX CITY 51108
(42.529334, -96.373595)",97,Woodbury,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.32,18,$311.76,31.50,8.32
S06015500009,06/12/2012,4306,Northside One Stop / Hampton,1208  4TH ST NE,HAMPTON,50441,"1208 4TH ST NE
HAMPTON 50441
(42.753045, -93.202452)",35,Franklin,1031200,VODKA FLAVORED,421,"Sazerac Co., Inc.",41146,Sweet Carolina Sweet Tea Flavored Vodka,12,750,$6.93,$10.90,3,$32.70,2.25,0.59
S17201700034,02/04/2014,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77,Polk,1042100,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,$14.99,$22.48,12,$269.76,12.00,3.17
S27395700031,08/18/2015,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64,Marshall,1011200,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,17956,Evan Williams Str Bourbon,12,750,$6.81,$10.55,12,$126.60,9.00,2.38
S18079400004,03/25/2014,2964,Dahl's / Ankeny,1802 N ANKENY BLVD,ANKENY,50023,"1802 N ANKENY BLVD
ANKENY 50023
(41.747345, -93.600365)",77,Polk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34008,Absolut Swedish Vodka 80 Prf,6,1750,$20.00,$29.99,6,$179.94,10.50,2.77
S24093300052,02/17/2015,2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.4918, -90.704724)",31,Dubuque,1031090,OTHER PROOF VODKA,260,Diageo Americas,40926,Smirnoff Silver Vodka 90 Prf,12,750,$7.86,$11.79,3,$35.37,2.25,0.59
S23514300052,01/15/2015,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52186,Christian Bros Grand Reserve Vsop,12,750,$6.92,$10.38,4,$41.52,3.00,0.79
S25375100038,04/29/2015,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,"3301 W KIMBERLY RD
DAVENPORT 52804
",82,Scott,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,1000,$11.00,$16.50,60,$990.00,60.00,15.85
S06497200010,07/10/2012,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,"201 W 1st ST
SUMNER 50674
(42.847479, -92.099221)",09,Bremer,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,$9.43,$14.14,1,$14.14,1.00,0.26
S08635400133,10/29/2012,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,"3221 SE 14TH ST
DES MOINES 50320
(41.554101, -93.596754)",77,Polk,1022100,TEQUILA,434,Luxco-St Louis,87938,Juarez Tequila Silver,6,1750,$12.71,$19.07,6,$114.42,10.50,2.77
S28016900028,09/21/2015,2628,Hy-Vee Food Store / Eldora,1616 EDGINGTON,ELDORA,50627,"1616 EDGINGTON
ELDORA 50627
(42.360633, -93.103286)",42,Hardin,1081315,CINNAMON SCHNAPPS,65,Jim Beam Brands,82611,Dekuyper Hot Damn!,12,750,$6.30,$9.45,2,$18.90,1.50,0.40
S09264000050,12/03/2012,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97,Woodbury,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69638,Dr. Mcgillicuddy's Cherry Schnapps,6,1750,$14.66,$21.99,6,$131.94,10.50,2.77
S29353700118,11/30/2015,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57,Linn,1031200,VODKA FLAVORED,260,Diageo Americas,77658,Smirnoff Cranberry,12,750,$8.25,$12.38,6,$74.28,4.50,1.19
S12128400020,05/09/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,"626 LINCOLN WAY
AMES 50010
(42.022854, -93.618911)",85,Story,1071100,AMERICAN COCKTAILS,395,Proximo,58838,Jose Cuervo Authentic Lime Margarita,6,1750,$8.20,$12.30,6,$73.80,10.50,2.77
S08382700030,10/16/2012,2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637408, -93.697647)",77,Polk,1031080,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$3.88,$6.15,24,$147.60,18.00,4.76
S13193600024,07/04/2013,3950,Hometown Foods / State Center,120 E MAIN ST,STATE CENTER,50247,"120 E MAIN ST
STATE CENTER 50247
(42.016841, -93.162378)",48,Iowa,1012200,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,$5.50,$8.24,1,$8.24,0.75,0.20
S03771900051,01/26/2012,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,"20 WILSON AVENUE WEST
CEDAR RAPIDS 52404
(41.955861, -91.658753)",57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,1750,$7.14,$10.70,12,$128.40,21.00,5.55
S13832800013,08/12/2013,3934,Wal-Mart 1509 / Maquoketa,103 E CARLISLE,MAQUOKETA,52060,"103 E CARLISLE
MAQUOKETA 52060
(42.049942, -90.665308)",49,Jackson,1062300,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,$8.33,$12.49,12,$149.88,9.00,2.38
S12191800002,05/14/2013,3959,Hartig Drug Company #8 / University,1600 UNIVERSITY AVE,DUBUQUE,52001,"1600 UNIVERSITY AVE
DUBUQUE 52001
(42.498324, -90.687681)",31,Dubuque,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,$7.58,$11.37,6,$68.22,10.50,2.77
S16551500078,12/27/2013,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030457, -91.701432)",57,Linn,1012210,SINGLE MALT SCOTCH,260,Diageo Americas,5696,Oban Single Malt Scotch,12,750,$39.00,$58.50,2,$117.00,1.50,0.40
S06710800043,07/23/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,"724 1ST ST E
MT VERNON 52314
(41.91776, -91.410151)",57,Linn,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,$4.00,$6.01,24,$144.24,24.00,6.34
S19073800005,05/21/2014,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34007,Absolut Swedish Vodka 80 Prf,12,1000,$15.00,$22.49,12,$269.88,12.00,3.17
S24498000019,03/12/2015,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,"1606 CAMANCHE AVE
CLINTON 52732
(41.827842, -90.204753)",23,Clinton,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49185,Remy Martin Vsop (flask),12,375,$10.44,$15.66,3,$46.98,1.12,0.30
S17873900019,03/13/2014,4502,Neighborhood Mart / Waterloo,"2100, LAFAYETTE ST",WATERLOO,50703,"2100, LAFAYETTE ST
WATERLOO 50703
(42.489914, -92.313971)",07,Black Hawk,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41604,Uv Grape Vodka,12,750,$6.50,$9.74,2,$19.48,1.50,0.40
S23014900001,12/18/2014,4900,Kwik Stop 4 / Waterloo,515 BROADWAY ST,WATERLOO,50703,"515 BROADWAY ST
WATERLOO 50703
(42.510792, -92.345106)",07,Black Hawk,1051010,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53213,Paul Masson Grande Amber Brandy,24,200,$1.96,$2.94,24,$70.56,4.80,1.27
S29100400066,11/17/2015,2649,Hy-Vee #3 / Dubuque,400 LOCUST ST,DUBUQUE,52001,"400 LOCUST ST
DUBUQUE 52001
(42.497219, -90.666497)",31,Dubuque,1011250,SINGLE BARREL BOURBON WHISKIES,259,Heaven Hill Brands,18120,Evan Williams Vintage,6,750,$13.97,$21.46,3,$64.38,2.25,0.59
S15240300007,10/21/2013,4114,After 5 Somewhere,704 W 7TH ST PO BOX 372,ATLANTIC,50022,"704 W 7TH ST PO BOX 372
ATLANTIC 50022
(41.404062, -95.023116)",15,Cass,1031080,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$7.20,$10.79,6,$64.74,10.50,2.77
S07582500125,09/06/2012,2637,Hy-Vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,"2351 W LOCUST
DAVENPORT 52804
(41.538207, -90.611972)",82,Scott,1031200,VODKA FLAVORED,65,Jim Beam Brands,40682,Pucker Vodka Raspberry Rave,12,750,$9.99,$14.99,4,$59.96,3.00,0.79
S10761900013,02/25/2013,4253,Fareway Stores #683 / Winterset,719 W HWY 92,WINTERSET,50273,"719 W HWY 92
WINTERSET 50273
",61,Madison,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11586,Black Velvet Reserve,12,750,$6.75,$10.12,24,$242.88,18.00,4.76
S23217800007,12/27/2014,4764,New Star / Fort Dodge,1923 5TH AVE S,FORT DODGE,50501,"1923 5TH AVE S
FORT DODGE 50501
(42.501162, -94.171822)",94,Webster,1012300,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15644,Jameson,24,375,$6.74,$10.11,24,$242.64,9.00,2.38
S19549100017,06/16/2014,4950,Kum & Go #514 / Cedar Rapids,1420 MT VERNON RD,CEDAR RAPIDS,52403,"1420 MT VERNON RD
CEDAR RAPIDS 52403
(41.977698, -91.651454)",57,Linn,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32231,Seagrams Extra Dry Gin Mini,12,500,$5.87,$8.81,2,$17.62,1.00,0.26
S15322300070,10/23/2013,3990,Cork and Bottle / Oskaloosa,309 A AVE WEST,OSKALOOSA,52577,"309 A AVE WEST
OSKALOOSA 52577
(41.296228, -92.648153)",62,Mahaska,1071100,AMERICAN COCKTAILS,260,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,$11.00,$16.50,2,$33.00,3.50,0.92
S22788300038,12/08/2014,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,"807 GRANDVIEW
MUSCATINE 52761
(41.408684, -91.063814)",70,Muscatine,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86887,Southern Comfort,12,1000,$12.48,$18.72,3,$56.16,3.00,0.79
S15723600026,11/14/2013,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,"919 HWY 1 WEST
IOWA CITY 52246
(41.646632, -91.552165)",52,Johnson,1081010,AMERICAN AMARETTO,434,Luxco-St Louis,76486,Paramount Amaretto,12,750,$3.38,$5.07,24,$121.68,18.00,4.76
S21164400042,09/11/2014,2550,Hy-Vee Food Store / Osceola,510 WEST MCLANE,OSCEOLA,50213,"510 WEST MCLANE
OSCEOLA 50213
(41.030575, -93.772951)",20,Clarke,1081330,PEACH SCHNAPPS,434,Luxco-St Louis,84456,Paramount Peach Schnapps,12,750,$4.09,$6.14,5,$30.70,3.75,0.99
S18706200097,04/30/2014,2642,Hy-Vee Wine and Spirits / Pella,512 E OSKALOOSA,PELLA,50219,"512 E OSKALOOSA
PELLA 50219
(41.397023, -92.899722)",63,Marion,1032200,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34029,Absolut Citron (lemon Vodka),12,1000,$15.00,$22.49,1,$22.49,1.00,0.26
S04132500112,02/16/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,"1460 2ND AVE
DES MOINES 50314
(41.60566, -93.619787)",77,Polk,1062310,SPICED RUM,395,Proximo,46504,Kraken Black Spiced Rum,12,750,$10.00,$14.99,3,$44.97,2.25,0.59
S26507400027,06/30/2015,5050,Fareway Stores #147 / Carlisle,"1115, BLUESTEM DR",CARLISLE,50047,"1115, BLUESTEM DR
CARLISLE 50047
(41.497945, -93.499633)",91,Warren,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41989,Uv Cake Vodka,12,750,$6.25,$9.50,6,$57.00,4.50,1.19
S29270300006,11/23/2015,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,"1250 N LAKE ST
STORM LAKE 50588
(42.653594, -95.200758)",11,Buena Vista,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,$15.75,$23.63,2,$47.26,3.50,0.92
S23883300001,02/05/2015,4959,Bani's,2128 COLLEGE ST,CEDAR FALLS,50613,"2128 COLLEGE ST
CEDAR FALLS 50613
(42.518018, -92.455801)",07,Black Hawk,1062310,SPICED RUM,260,Diageo Americas,43334,Captain Morgan Spiced Rum,24,375,$5.00,$7.50,24,$180.00,9.00,2.38
S24724200014,03/25/2015,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,"6301 UNIVERSITY
CEDAR FALLS 50613
(42.512771, -92.433344)",07,Black Hawk,1062300,FLAVORED RUM,260,Diageo Americas,43352,Captain Morgan Pineapple,12,750,$9.00,$13.50,12,$162.00,9.00,2.38
S17322100014,02/11/2014,4426,LIQUOR AND GROCERY DEPOT,114 CENTRAL ST N Suite 1,MARSHALLTOWN,50158,"114 CENTRAL ST N Suite 1
MARSHALLTOWN 50158
",64,Marshall,1031080,VODKA 80 PROOF,297,Laird And Company,35914,Five O'clock Vodka,24,375,$1.93,$2.89,24,$69.36,9.00,2.38
S11527900015,04/09/2013,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,"3140 AGENCY
BURLINGTON 52601
(40.814689, -91.137509)",29,Des Moines,1081400,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,$2.21,$3.31,12,$39.72,12.00,3.17
S19873900009,07/01/2014,2958,Dahl's / E 33rd,3400 E 33 ST,DES MOINES,50317,"3400 E 33 ST
DES MOINES 50317
(41.626162, -93.551522)",77,Polk,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,$1.80,$2.69,24,$64.56,9.00,2.38
S05445900020,05/09/2012,3784,Hartig Drug #14 / Independence,200  1ST ST EAST,INDEPENDENCE,50644,"200 1ST ST EAST
INDEPENDENCE 50644
(42.468721, -91.893029)",10,Buchanan,1062300,FLAVORED RUM,259,Heaven Hill Brands,43077,Admiral Nelson Coconut Rum,12,1000,$7.27,$10.91,4,$43.64,4.00,1.06
S14950600062,10/03/2013,2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358191, -93.55329)",91,Warren,1022100,TEQUILA,395,Proximo,89197,Jose Cuervo Especial Reposado Tequila,12,1000,$12.50,$18.74,1,$18.74,1.00,0.26
S09437900058,12/13/2012,4169,Super Quick 2 / Hubbell,1824 HUBBELL AVE,DES MOINES,50317,"1824 HUBBELL AVE
DES MOINES 50317
",77,Polk,1022100,TEQUILA,395,Proximo,89193,Jose Cuervo Especial Reposado Tequila,48,200,$3.00,$4.49,6,$26.94,1.20,0.32
S06825700031,07/30/2012,4005,Lansing Liquor and More,417 MAIN ST,LANSING,52151,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)",03,Allamakee,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19067,Jim Beam,12,1000,$11.54,$17.31,1,$17.31,1.00,0.26
S27323600152,08/13/2015,2593,Hy-Vee Food Store / Carroll,905 US HIGHWAY 30 WEST,CARROLL,51401,"905 US HIGHWAY 30 WEST
CARROLL 51401
(42.064123, -94.855277)",14,Carroll,1031200,VODKA FLAVORED,260,Diageo Americas,77632,Smirnoff Blueberry,12,750,$8.25,$12.38,5,$61.90,3.75,0.99
S16072700016,12/04/2013,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,"311 MAIN ST
MAPLETON 51034
(42.165915, -95.79375)",67,Monona,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,1750,$7.17,$10.76,6,$64.56,10.50,2.77
S06322300068,06/28/2012,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85,Story,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45248,Paramount Gold Rum,6,1750,$7.58,$11.37,12,$136.44,21.00,5.55
S11338000042,03/28/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,"2200 WEST KIMBERLY
DAVENPORT 52806
(41.560151, -90.608199)",82,Scott,1071100,AMERICAN COCKTAILS,65,Jim Beam Brands,63359,Skinnygirl White Peach Margarita,12,750,$7.87,$11.81,1,$11.81,0.75,0.20
S11089200007,03/13/2013,3825,Shop N Save #2 / E 14th,1372 E 14TH ST,DES MOINES,50316,"1372 E 14TH ST
DES MOINES 50316
(41.604893, -93.600499)",77,Polk,1032080,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34423,Grey Goose Vodka,12,375,$8.48,$12.72,24,$305.28,9.00,2.38
S29332000010,11/30/2015,5091,Kum & Go #436 / Muscatine,501 CEDAR ST,MUSCATINE,52761,"501 CEDAR ST
MUSCATINE 52761
(41.425095, -91.046146)",70,Muscatine,1011100,BLENDED WHISKIES,260,Diageo Americas,25604,Seagrams 7 Crown Bl Whiskey,24,375,$3.50,$5.25,6,$31.50,2.25,0.59
S22412300064,11/17/2014,3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,"858 MIDDLE RD
BETTENDORF 52722
(41.539421, -90.520013)",48,Iowa,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.84,$11.76,6,$70.56,10.50,2.77
S12999200006,06/25/2013,3465,Hometown Foods / Panora,601 E MAIN,PANORA,50216,"601 E MAIN
PANORA 50216
(41.691828, -94.356268)",39,Guthrie,1031080,VODKA 80 PROOF,260,Diageo Americas,37996,Smirnoff Vodka 80 Prf,12,750,$8.25,$12.37,12,$148.44,9.00,2.38
S29150200010,11/18/2015,3857,Quillins Food Ranch / Waukon,9TH ST SW B,WAUKON,52172,"9TH ST SW B
WAUKON 52172
",03,Allamakee,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,80577,Arrow Peppermint Schnapps,12,1000,$3.84,$5.76,12,$69.12,12.00,3.17
S08161000006,10/10/2012,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,"615 2ND AVE
SHELDON 51201
(43.18463, -95.854736)",71,O'Brien,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43127,Bacardi Superior Rum,12,1000,$9.43,$14.14,96,$1357.44,96.00,25.36
S03979500031,02/08/2012,3614,Ida Grove Food Pride,200 OAK GROVE DR,IDA GROVE,51445,"200 OAK GROVE DR
IDA GROVE 51445
(42.349486, -95.472171)",47,Ida,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,$6.90,$10.35,3,$31.05,2.25,0.59
S03705400033,01/24/2012,2629,Hy-Vee Food Store #2 / Council Bluff,1745 MADISON AVE,COUNCIL BLUFFS,51503,"1745 MADISON AVE
COUNCIL BLUFFS 51503
(41.242732, -95.825137)",78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43126,Bacardi Superior Rum,12,750,$7.53,$11.30,12,$135.60,9.00,2.38
S05172100106,04/23/2012,3820,"Charlie's Wine and Spirits,",507 W 19th St,SIOUX CITY,51103,"507 W 19th St
SIOUX CITY 51103
(42.510535, -96.420193)",97,Woodbury,1081390,IMPORTED SCHNAPPS,260,Diageo Americas,69941,Rumple Minze Peppermint Schnapps Liqueur Mini,8,800,$21.21,$31.81,1,$31.81,0.80,0.21
S20803600017,08/25/2014,3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,"1905 EAST 7TH ST
ATLANTIC 50022
(41.403853, -94.98571)",15,Cass,1081200,CREAM LIQUEURS,305,MHW Ltd,73055,Rumchata,12,750,$12.50,$18.75,12,$225.00,9.00,2.38
S05633500217,05/21/2012,2638,Hy-Vee Wine and Spirits / Cedar Fall,5925 UNIVERSITY AVE STE A,CEDAR FALLS,50613,"5925 UNIVERSITY AVE STE A
CEDAR FALLS 50613
(42.512766, -92.429371)",07,Black Hawk,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,$3.69,$5.54,4,$22.16,0.80,0.21
S19452600014,06/10/2014,4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776296, -96.178479)",75,Plymouth,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10550,Black Velvet Toasted Caramel,12,750,$6.75,$10.13,24,$243.12,18.00,4.76
S10012700032,01/14/2013,4308,Keystone Liquor and Wine / Coralvill,517  2ND ST STE 2,CORALVILLE,52241,"517 2ND ST STE 2
CORALVILLE 52241
(41.671398, -91.573591)",52,Johnson,1062310,SPICED RUM,260,Diageo Americas,43337,Captain Morgan Spiced Rum,12,1000,$11.30,$16.94,12,$203.28,12.00,3.17
S06714900053,07/23/2012,2582,Hy-Vee #2 Food Store / Mason City,551 S ILLINOIS AVE,MASON CITY,50401,"551 S ILLINOIS AVE
MASON CITY 50401
(43.14623, -93.17114)",17,Cerro Gordo,1031080,VODKA 80 PROOF,306,Mississippi River Distilling Co.,37642,River Pilot Vodka,6,750,$12.81,$19.21,6,$115.26,4.50,1.19
S16972700068,01/23/2014,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530476, -92.337583)",07,Black Hawk,1031200,VODKA FLAVORED,260,Diageo Americas,41786,Smirnoff Orange Vodka,12,750,$8.25,$12.37,1,$12.37,0.75,0.20
